Frequency	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''
Hz																		
		0.49 V		0.69 V		0.89 V		1.09 V		1.29 V		1.49 V		1.69 V		1.89 V		2.09 V
1584.89319246111	-1.69778152707521E-4	-2.43207591048525E-4	3.80729968674002E-6	-3.93804362370898E-4	-1.13055613299746E-4	-8.73596571212612E-4	-2.38185980554946E-4	-0.0010711407226977	-5.26431618873175E-4	-0.00115591422084112	-5.91391354284745E-4	-0.00107646196629016	-2.61389330249034E-4	-0.00101331157421342	-1.17045115428713E-4	-9.29615240049731E-4	-1.1540737668144E-4	-8.42574308941673E-4
1258.92541179417	1.06083047803751E-4	-3.62537827611687E-4	1.28135396972309E-4	-6.91498090362391E-4	-1.6045534833278E-4	-0.0010036943732936	-2.93413957645525E-4	-0.00154337945440905	-6.5106640926278E-4	-0.00153138396324123	-5.60460005707231E-4	-0.00138746024265887	-3.19258614073062E-4	-0.00132364289060224	-3.50689657515726E-4	-0.00120585961028805	-1.98809492944375E-4	-0.00106332241937843
1000	-1.51473109884357E-4	-5.24130547751832E-4	3.17867656167521E-5	-5.96376718880514E-4	1.56740676651606E-4	-0.00132413547238839	-6.70512900739881E-5	-0.00172104825667202	-6.91387283782194E-4	-0.00229118357025563	-6.51777406031349E-4	-0.00185147944818231	-5.15577208036246E-4	-0.00172623826241061	-2.44708111660732E-4	-0.0015282606052706	-2.26587893586083E-4	-0.00123540627319098
794.328234724282	-1.19053800407243E-5	-5.68684709707121E-4	2.04073436044445E-4	-8.07212245605545E-4	2.65383107720998E-4	-0.00157512435343508	-1.9216804417203E-4	-0.00228097955796929	-7.19982755828016E-4	-0.00276581879664795	-7.59251966723559E-4	-0.00252641657024349	-6.2043310337953E-4	-0.00217393205540015	-1.6324759931978E-4	-0.00184930911139447	-7.37831001014442E-5	-0.00166427155547352
630.957344480194	3.67962628850201E-5	-6.64480598662988E-4	1.51523189831735E-4	-9.7516889085076E-4	3.97477769918227E-4	-0.00181461124792622	-2.44402458875163E-4	-0.00325058007756878	-9.53438528885479E-4	-0.00364785426077404	-0.00105946646935168	-0.00343055628185025	-7.40879810123635E-4	-0.00287818746549426	-3.56339046071612E-4	-0.00249353571063455	-3.93499772447399E-5	-0.0022762624190649
501.187233627272	7.97371992254589E-5	-5.06263631427925E-4	3.88583966648663E-4	-0.00111604774020317	4.96277043419182E-4	-0.00229746113102025	1.04812968506772E-4	-0.00381941735620355	-9.51108687048288E-4	-0.00500233571107736	-0.00129867790321024	-0.00441208726188421	-8.33028958360549E-4	-0.00379993515250906	-5.69791742747731E-4	-0.00318309741234038	-1.73570433742214E-4	-0.00298275334937546
398.107170553497	3.99677067573616E-4	-7.23299916758141E-4	7.14473953836114E-5	-0.00143445624835919	8.37801778426629E-4	-0.00260516095994929	1.65536241982158E-4	-0.00517978258283208	-8.68555130079807E-4	-0.00636548704432229	-0.00146901676559579	-0.00617528188111284	-0.001023000559564	-0.00515439465938812	-6.60590837578198E-4	-0.00442194839671798	7.66052015978624E-5	-0.00374738391699071
316.227766016838	3.78620322473782E-4	-9.43172580481258E-4	6.04681450801868E-4	-0.00150381112863321	0.00120031006451065	-0.00310705764503658	8.63330492916664E-4	-0.0057767240980426	-5.97394029822269E-4	-0.00814012766367697	-0.00147630061109671	-0.00821305239689003	-0.0015131624154265	-0.00677121582794601	-8.19135321674518E-4	-0.00538918011647863	-1.25356656540069E-4	-0.00485079506803302
251.188643150958	8.45447681499433E-4	-0.00132960623146058	8.35165724330642E-4	-0.00212870075657446	0.0019439537932851	-0.00370567480451416	0.00151977005247323	-0.00693377445914782	-2.24278903671877E-4	-0.0110763369519799	-0.00183100750458883	-0.0105487166492733	-0.00138121746240821	-0.00835003346454362	-5.8062222864189E-4	-0.00674743474608369	1.66198282184272E-4	-0.00642541735520842
199.526231496888	5.55866439809039E-4	-0.00171491890527393	0.00108201416022197	-0.00161243593986183	0.0020775850289817	-0.0045739941817099	0.0021766700625423	-0.00901719284686852	1.48097809322615E-4	-0.0133714591447312	-7.98993388412303E-4	-0.013786043736413	-0.001631564838603	-0.0119015365246746	-8.1756713104376E-4	-0.00916418565512451	4.2119644760904E-4	-0.00744589387020347
