Frequency	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''
Hz																		
		0.49 V		0.69 V		0.89 V		1.09 V		1.29 V		1.49 V		1.69 V		1.89 V		2.09 V
1584.89319246111	-2.52563345544151E-6	-3.0382073400863E-6	3.80867478963365E-7	-9.56578299539809E-6	-2.82872919918688E-6	-2.14437651563089E-5	-6.34929169349644E-6	-2.58903514941736E-5	-8.09700635021075E-6	-3.05625601279196E-5	-4.29518676139688E-6	-3.25477337193439E-5	-5.38179743771908E-6	-2.8644336778428E-5	-4.07023778608252E-6	-3.03288086555444E-5	-5.23695336868888E-6	-2.84694903148548E-5
1258.92541179417	-2.58127822499509E-6	-2.38269890499138E-6	2.3476417633433E-6	-1.47555639195674E-5	-2.66550274242817E-6	-2.60885309960548E-5	-8.29146086846378E-6	-3.35120591713996E-5	-6.42441509208869E-6	-4.11932455579426E-5	-9.50127104616648E-6	-4.22650187241518E-5	-5.32952175539776E-6	-3.82329490201479E-5	-7.97602847990602E-6	-3.80585668780505E-5	-4.10324929886356E-6	-3.83417996193925E-5
1000	1.69317293872839E-7	-5.6931581544499E-6	4.72062757970031E-6	-1.7081626744918E-5	-1.84408424907874E-6	-3.25646962707014E-5	-9.21166286058374E-6	-4.50991541746365E-5	-1.05514137601953E-5	-4.72818644270728E-5	-8.32782344730999E-6	-5.37777865119686E-5	-3.25831896253309E-6	-5.17430313349159E-5	-4.60669734663583E-6	-4.77409959425398E-5	-4.17691996259389E-6	-4.77470941362461E-5
794.328234724282	3.43060049944658E-8	-6.05295766559854E-6	3.93038064608902E-6	-1.99081798248805E-5	-3.39660569380941E-7	-4.16627717417547E-5	-9.28428911247769E-6	-5.60689212186485E-5	-9.22287470025248E-6	-6.4395844055654E-5	-4.99297179425621E-6	-6.48362320134758E-5	-4.55800372109759E-6	-6.38937789774138E-5	-1.55902342534277E-6	-6.00947944683104E-5	2.67955625582198E-6	-5.89109944919696E-5
630.957344480194	-9.49303563920395E-7	-6.8087074502867E-6	9.54023929431947E-6	-2.23731164743532E-5	1.62557369743368E-6	-5.56800140901618E-5	-8.77360623484232E-6	-7.39699535389913E-5	-1.07613644841348E-5	-8.25136101678207E-5	-1.05856330430904E-5	-8.71443536778221E-5	-7.02266336411627E-6	-8.16063320304759E-5	-1.47348392278229E-6	-7.90633560678162E-5	3.38951001215487E-6	-7.73231338109334E-5
501.187233627272	-2.53729772160945E-7	-7.56522644235703E-6	1.21831658832949E-5	-2.66004298359682E-5	4.93188957015145E-6	-6.79595143971796E-5	-1.24300248102819E-5	-9.49136569325968E-5	-1.50972356767672E-5	-1.06858964512215E-4	-1.35758030657815E-5	-1.10108647223588E-4	-5.67847026729859E-6	-1.01845316115089E-4	-5.19573545808094E-7	-9.88955514905689E-5	9.23949790349608E-6	-9.45557045059373E-5
398.107170553497	3.63555698779693E-6	-7.4492124303668E-6	1.11076605829008E-5	-3.01767171451442E-5	7.12223405037874E-6	-8.51901549766675E-5	-1.08303711201776E-5	-1.2021141452054E-4	-1.89284616193505E-5	-1.41647964511905E-4	-1.60142448014143E-5	-1.39115267704546E-4	-6.88012701202344E-6	-1.34090734591695E-4	-1.06921450244997E-6	-1.24798680780909E-4	1.52061335174403E-5	-1.19532196031684E-4
316.227766016838	2.01496668818476E-6	-8.21402316552758E-6	1.5636139940158E-5	-3.67449785404463E-5	1.69641621053471E-5	-1.05375432996076E-4	-7.3482540460424E-6	-1.60833613847629E-4	-1.57137935435742E-5	-1.7808093017604E-4	-1.63792117474436E-5	-1.82633958464754E-4	-4.48776478719796E-6	-1.64911627149523E-4	5.68179008079257E-6	-1.53809861109784E-4	2.99313587745883E-5	-1.43363751577752E-4
251.188643150958	1.82626089749412E-5	-1.50575461356652E-5	1.55104394057164E-5	-2.68899527981095E-5	2.09125477473319E-5	-1.37190549178829E-4	-9.94352162455881E-6	-2.00596238811492E-4	-2.14903209307479E-5	-2.38477674283898E-4	-1.1557343831184E-5	-2.43316799653554E-4	-6.77148149058608E-6	-2.2839546628222E-4	5.26340972417325E-6	-2.00012845092441E-4	3.90348136673261E-5	-1.68366381025199E-4
199.526231496888	8.60571893529277E-7	-2.3201025541917E-5	2.67604306044192E-5	-5.3472209378858E-5	3.93546353694146E-5	-1.61217498519321E-4	1.18137086892182E-5	-2.59924152666686E-4	-5.43798055124849E-6	-2.9697427322279E-4	-1.21038381552624E-5	-3.04106092248689E-4	-1.80615989264188E-6	-2.71051898423851E-4	1.80496408696399E-5	-2.41455198591131E-4	5.01868846022689E-5	-2.22214130922888E-4
