tau 0.49 V,DTA 0.49 V,tau 0.69 V,DTA 0.69 V,tau 0.89 V,DTA 0.89 V,tau 1.09 V,DTA 1.09 V,tau 1.29 V,DTA 1.29 V,tau 1.49 V,DTA 1.49 V,tau 1.69 V,DTA 1.69 V,tau 1.89 V,DTA 1.89 V
0.0007931560664560096,,0.0007931560664560096,1.3958069135373983e-05,0.0007931560664560096,-0.00010092687359483432,0.0007931560664560096,-0.00042710065706135625,0.0007931560664560096,-0.0006886870452592609,0.0007931560664560096,-0.0007645799058445332,0.0007931560664560096,-0.0008118499746202315,0.0007931560664560096,-0.0008414760536785117
0.0008149790963632678,,0.0008149790963632678,1.576930951495749e-05,0.0008149790963632678,-0.00011438821685754112,0.0008149790963632678,-0.000487556878792497,0.0008149790963632678,-0.0007875409126592741,0.0008149790963632678,-0.0008736931563081624,0.0008149790963632678,-0.0009273084184070994,0.0008149790963632678,-0.000960674364864608
0.0008374025687993972,,0.0008374025687993972,1.7599385686776775e-05,0.0008374025687993972,-0.00012812308575228397,0.0008374025687993972,-0.0005505967380519909,0.0008374025687993972,-0.0008911199405756392,0.0008374025687993972,-0.0009877959350224341,0.0008374025687993972,-0.0010479019947748477,0.0008374025687993972,-0.0010850047768182047
0.0008604430044415004,,0.0008604430044415004,1.9403202685240574e-05,0.0008604430044415004,-0.00014183337673458427,0.0008604430044415004,-0.0006152459913748863,0.0008604430044415004,-0.0009979653685382446,0.0008604430044415004,-0.0011052175535614472,0.0008604430044415004,-0.001171824079096596,0.0008604430044415004,-0.0012125576060849268
0.0008841173785193785,,0.0008841173785193785,2.1131643552254555e-05,0.0008841173785193785,-0.00015519386248047577,0.0008841173785193785,-0.0006804226551835048,0.0008841173785193785,-0.0011064472020428657,0.0008841173785193785,-0.001224096030130735,0.0008841173785193785,-0.0012970641637133208,0.0008841173785193785,-0.00134121151235437
0.0009084431333221685,,0.0009084431333221685,2.2733631374185207e-05,0.0009084431333221685,-0.0001678665011182881,0.0009084431333221685,-0.000744986051756244,0.0009084431333221685,-0.0012148387101039875,0.0009084431333221685,-0.0013424628574973043,0.0009084431333221685,-0.001421499186507022,0.0009084431333221685,-0.0014687298489131433
0.0009334381910490981,,0.0009334381910490981,2.4158505295320757e-05,0.0009334381910490981,-0.00017951689143561584,0.0009334381910490981,-0.0008077935302682995,0.0009334381910490981,-0.0013214027424283746,0.0009334381910490981,-0.0014583411464159691,0.0009334381910490981,-0.0015429992249289585,0.0009334381910490981,-0.0015928720999388469
0.0009591209670138095,,0.0009591209670138095,2.535855517947797e-05,0.0009591209670138095,-0.00018983177953588154,0.0009591209670138095,-0.0008677610179491243,0.0009591209670138095,-0.0014244839790174327,0.0009591209670138095,-0.0015698504696196225,0.0009591209670138095,-0.0016595403791672234,0.0009591209670138095,-0.0017115128536839342
0.0009855103832119908,,0.0009855103832119908,2.6291531451021536e-05,0.0009855103832119908,-0.00019853632608187602,0.0009855103832119908,-0.0009239229004241065,0.0009855103832119908,-0.001522600236886015,0.0009855103832119908,-0.0016753106033460634,0.0009855103832119908,-0.0017693164504625747,0.0009855103832119908,-0.0018227594730754724
0.0010126258822623162,,0.0010126258822623162,2.6922934497354642e-05,0.0010126258822623162,-0.0002054097587596103,0.0010126258822623162,-0.0009754864733073107,0.0010126258822623162,-0.0016145255844031035,0.0010126258822623162,-0.00177333593001509,0.0010126258822623162,-0.0018708405489925705,0.0010126258822623162,-0.00192505912145013
0.0010404874417309531,,0.0010404874417309531,2.7227894431789645e-05,0.0010404874417309531,-0.000210298079929345,0.0010404874417309531,-0.0010218764027332635,0.0010404874417309531,-0.0016993583310205877,0.0010404874417309531,-0.0018629126170907943,0.0010404874417309531,-0.0019630281383950263,0.0010404874417309531,-0.0020172861861110967
0.001069115588850193,,0.001069115588850193,2.719247749939604e-05,0.001069115588850193,-0.000213122678332441,0.001069115588850193,-0.0010627652833682013,0.001069115588850193,-0.0017765679677654949,0.001069115588850193,-0.0019434518244767483,0.001069115588850193,-0.0020452542435450576,0.001069115588850193,-0.002098802420923264
0.0010985314156420655,,0.0010985314156420655,2.6814298202278433e-05,0.0010985314156420655,-0.0002138839944094208,0.0010985314156420655,-0.0010980874380224028,0.0010985314156420655,-0.0018460167500535514,0.0010985314156420655,-0.0020148140253000825,0.0010985314156420655,-0.002117379518375199,0.0010985314156420655,-0.0021694842017614506
0.0011287565944580547,,0.0011287565944580547,2.6102372441844894e-05,0.0011287565944580547,-0.0002126597848399251,0.0011287565944580547,-0.0011280344650431869,0.0011287565944580547,-0.0019079536859959627,0.0011287565944580547,-0.0020773018801909433,0.0011287565944580547,-0.0021797424066513265,0.0011287565944580547,-0.0022297139621208413
0.0011598133939463788,,0.0011598133939463788,2.507621105126219e-05,0.0011598133939463788,-0.00020959798520809293,0.0011598133939463788,-0.001153032574162802,0.0011598133939463788,-0.001962981015060948,0.0011598133939463788,-0.0021316217502842837,0.0011598133939463788,-0.0022331174802889,0.0011598133939463788,-0.0022803358872846412
0.0011917246954586053,,0.0011917246954586053,2.3764218440150955e-05,0.0011917246954586053,-0.00020490463492057166,0.0011917246954586053,-0.0011737033051975859,0.0011917246954586053,-0.0020119956019384465,0.0011917246954586053,-0.0021788166049734655,0.0011917246954586053,-0.0022786429221046635,0.0011917246954586053,-0.0023225789933558776
0.0012245140099076725,,0.0012245140099076725,2.2201520929554165e-05,0.0012245140099076725,-0.0001988277586542594,0.0012245140099076725,-0.0011908106431737099,0.0012245140099076725,-0.002056109798744209,0.0012245140099076725,-0.0022201755135653396,0.0012245140099076725,-0.002317722748084679,0.0012245140099076725,-0.002357953500514593
0.0012582054950897414,,0.0012582054950897414,2.042739760823276e-05,0.0012582054950897414,-0.00019163845058325728,0.0012582054950897414,-0.001205198691505201,0.0012582054950897414,-0.002096558043335715,0.0012582054950897414,-0.002257126873110425,0.0012582054950897414,-0.0023519114864747766,0.0012582054950897414,-0.0023881286602760975
0.0012928239734826593,,0.0012928239734826593,1.848251846890491e-05,0.0012928239734826593,-0.00018361064714065125,0.0012928239734826593,-0.001217724836776516,0.0012928239734826593,-0.0021345966092698038,0.0012928239734826593,-0.0022911238406559016,0.0012928239734826593,-0.0023827904546911433,0.0012928239734826593,-0.0024148017086502984
0.0013283949505341185,,0.0013283949505341185,1.6406207368263506e-05,0.0013283949505341185,-0.0001750011792148045,0.0013283949505341185,-0.001229193670469155,0.0013283949505341185,-0.0021714044121419985,0.0013283949505341185,-0.0023235310002760468,0.0013283949505341185,-0.0024118453837735205,0.0013283949505341185,-0.002439568265788
0.0013649446334530015,,0.0013649446334530015,1.4233940326288193e-05,0.0013649446334530015,-0.00016603165780671323,0.0013649446334530015,-0.0012402968053192268,0.0013649446334530015,-0.0022079925819639768,0.0013649446334530015,-0.0023555210727617573,0.0013649446334530015,-0.002440354899939114,0.0013649446334530015,-0.0024638042505683608
0.001402499950517764,,0.001402499950517764,1.1995264260224344e-05,0.001402499950517764,-0.00015687357489973996,0.001402499950517764,-0.0012515631607679899,0.001402499950517764,-0.002245129668832829,0.001402499950517764,-0.002387989510815023,0.001402499950517764,-0.0024692983290284637,0.001402499950517764,-0.0024885682729300102
0.001441088570916061,,0.001441088570916061,9.71228063907323e-06,0.001441088570916061,-0.00014763771290822556,0.001441088570916061,-0.0012633233545073634,0.001441088570916061,-0.0022832879503026757,0.001441088570916061,-0.002421493219740574,0.001441088570916061,-0.0024992895559954303,0.001441088570916061,-0.0025145316283239436
0.001480738925130243,,0.001480738925130243,7.398787229536955e-06,0.001480738925130243,-0.00013836858074369018,0.001480738925130243,-0.0012756906158804446,0.001480738925130243,-0.002322614486267939,0.001480738925130243,-0.002456217556325489,0.001480738925130243,-0.0025305414148479068,0.001480738925130243,-0.0025419406252395168
0.0015214802258837555,,0.0015214802258837555,5.060114256802502e-06,0.0015214802258837555,-0.00012904416780896692,0.0015214802258837555,-0.001288559241888702,0.0015214802258837555,-0.0023629284819713984,0.0015214802258837555,-0.002491973373071229,0.0015214802258837555,-0.002562862507010129,0.0015214802258837555,-0.0025706132443409926
0.0015633424896638495,,0.0015633424896638495,2.6936341933628628e-06,0.0015633424896638495,-0.00011958086733895092,0.0015633424896638495,-0.0013016201677002557,0.0015633424896638495,-0.0024037443484053156,0.0015633424896638495,-0.0025282233945140052,0.0015633424896638495,-0.002595685668580712,0.0015633424896638495,-0.0025999692916193404
0.0016063565588364673,,0.0016063565588364673,2.898718718373595e-07,0.0016063565588364673,-0.00010984300493359909,0.0016063565588364673,-0.0013143918415006394,0.0016063565588364673,-0.002444317771045154,0.0016063565588364673,-0.0025641348425095257,0.0016063565588364673,-0.002628124751721246,0.0016063565588364673,-0.002629090504601406
0.0016505541243696201,,0.0016505541243696201,-2.165902247913049e-06,0.0016505541243696201,-9.965605064989194e-05,0.0016505541243696201,-0.001326263391159492,0.0016505541243696201,-0.0024837102823647354,0.0016505541243696201,-0.002598653161573846,0.0016505541243696201,-0.0026590541609883885,0.0016505541243696201,-0.002656804721031832
0.0016959677491819626,,0.0016959677491819626,-4.691745016965544e-06,0.0016959677491819626,-8.882232136753451e-05,0.0016959677491819626,-0.0013365461447106372,0.0016959677491819626,-0.002520866429535393,0.0016959677491819626,-0.0026305901016883708,0.0016959677491819626,-0.0026872038720534364,0.0016959677491819626,-0.002681786413452989
0.001742630892133785,,0.001742630892133785,-7.306947730138343e-06,0.001742630892133785,-7.713781429104357e-05,0.001742630892133785,-0.0013445289922997335,0.001742630892133785,-0.0025546967517935896,0.001742630892133785,-0.0026587184239956247,0.001742630892133785,-0.0027112615961516454,0.001742630892133785,-0.002702664775283448
0.0017905779326781131,,0.0017905779326781131,-1.0029949773244025e-05,0.0017905779326781131,-6.440876346296397e-05,0.0017905779326781131,-0.0013495328989222028,0.0017905779326781131,-0.002584159504034008,0.0017905779326781131,-0.002681865183967519,0.0017905779326781131,-0.0027299734227355693,0.0017905779326781131,-0.002718130201011691
0.0018398441961900475,,0.0018398441961900475,-1.2876421484784478e-05,0.0018398441961900475,-5.046658057320163e-05,0.0018398441961900475,-0.0013509601056283958,0.0018398441961900475,-0.002608334403574545,0.0018398441961900475,-0.0026989959370088924,0.0018398441961900475,-0.0027422346954853486,0.0018398441961900475,-0.0027270304544486862
0.0018904659799930162,,0.0018904659799930162,-1.585765670784632e-05,0.0018904659799930162,-3.5180021073423367e-05,0.0018904659799930162,-0.0013483341660131911,0.0018904659799930162,-0.0026264825978441608,0.0018904659799930162,-0.0027092832590678746,0.0018904659799930162,-0.0027471640049985574,0.0018904659799930162,-0.002728449012469927
