Frequency	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''
Hz																		
		0.49 V		0.69 V		0.89 V		1.09 V		1.29 V		1.49 V		1.69 V		1.89 V		2.09 V
10000	-0.00199082048353854	0.00308163118074504	-0.00241345096571023	0.00289433011705972	-0.00220830606959946	0.001754960609008	-0.00220470792057923	0.00165475154127622	-0.00196507696719907	0.00230219423832034	-0.00233386530116465	0.00337164785193219	-0.00220385803081714	0.00222886030518236	-0.00221918021874814	0.00227283720577293	-0.00122160311803381	0.00262610375855305
7943.28234724282	-0.00103454591079772	0.00294029642184609	-0.00199016186212255	0.00277478627058367	-0.00223172216213905	0.00238761917016432	-0.00251951644617844	0.00282172522522387	-0.00101016723573825	0.00152248179206919	-0.00335352039601196	0.00186227556612454	-0.00353717458307121	0.00212754659410646	-0.00224111524143878	0.0020357896208882	-0.00226510590638183	0.00118209173561252
6309.57344480194	-0.00138296738289187	0.00140834298952754	-0.00265436283131993	9.6913336747882E-4	-0.00206034809666137	0.0012429645191754	-0.00262604638856148	9.14937646441133E-4	-0.00255872482243758	0.00123909763413909	-0.00178694277057738	0.00106001666213522	-0.00232602950704828	5.48589417309363E-4	-0.00202135080003119	0.00180075943462926	-0.00149078600061323	0.0011925072560772
5011.87233627273	-9.88433020978854E-4	5.20212412204617E-4	-8.01339537188395E-4	4.77849437698003E-4	-8.00053842158432E-4	7.27276942360701E-4	-6.40646777182346E-4	2.60306750155793E-4	-5.6882731226363E-4	5.84745122031427E-4	-0.00123400139298582	-1.58730109800757E-4	-0.00110294681303573	8.52506916637429E-4	-0.00128634538675824	3.55748274096867E-4	-5.92029681645678E-4	1.88947315112733E-4
3981.07170553498	-4.63176345833456E-4	3.93118089286421E-4	-8.11087979720905E-4	9.40760669488448E-5	-3.1473456035588E-4	-2.95010722148467E-4	-3.3858513208098E-4	-6.45095922442455E-4	-0.00177674480991363	-2.51251856882368E-4	-8.48643439002982E-4	-2.61010966478146E-5	-4.0039429586695E-4	1.09042299290887E-4	-6.80930202874488E-4	-3.18644027719407E-4	-0.00124148765611491	2.50810513191433E-4
3162.27766016838	-2.72288090589372E-4	4.83339966441768E-4	-0.00106660410354619	5.37460337795037E-4	-6.35424944428283E-4	-7.70724586617381E-4	-7.2685353998468E-4	-8.65696555347467E-4	-0.00102883342184098	-2.38899340781364E-4	-0.00105218126342867	-1.54814021949226E-4	-4.21672410596123E-4	1.92858663206832E-4	-3.71976768786465E-4	-6.63339465443752E-5	-3.80172020107428E-4	-1.8418699876068E-4
2511.88643150958	-6.73424780236082E-4	8.75214393638667E-4	-6.65433161802208E-4	-2.29775222330917E-4	-1.3266867990611E-4	-0.00100937916010979	-3.53557274052956E-4	-6.7254880261073E-4	-1.91149596989914E-4	-3.71739241966636E-4	-5.93519502246858E-4	-6.50765964063954E-4	-5.70232945684728E-4	-3.11307080666822E-4	-7.98350767727782E-4	-3.10957162340962E-4	-7.83827095757695E-4	-1.67798707272927E-4
1995.26231496888	-8.30279345090428E-4	2.31993016741322E-5	1.00676273343866E-4	-6.57021048432061E-5	-2.22938615101689E-4	-9.15172785048808E-5	-4.44730763547023E-4	-0.00202751615019011	-2.73638886397774E-4	-0.0014147776493191	-0.00137242972185317	-7.42690908976996E-4	-5.85819410999174E-4	-0.00157126073804954	-1.70322170379202E-4	-0.00178192252339544	-7.89620433016575E-5	-8.21146779940393E-4
