freq 0.49 V,real 0.49 V,imag 0.49 V,fit_real 0.49 V,fit_imag 0.49 V,freq 0.69 V,real 0.69 V,imag 0.69 V,fit_real 0.69 V,fit_imag 0.69 V,freq 0.89 V,real 0.89 V,imag 0.89 V,fit_real 0.89 V,fit_imag 0.89 V,freq 1.09 V,real 1.09 V,imag 1.09 V,fit_real 1.09 V,fit_imag 1.09 V,freq 1.29 V,real 1.29 V,imag 1.29 V,fit_real 1.29 V,fit_imag 1.29 V,freq 1.49 V,real 1.49 V,imag 1.49 V,fit_real 1.49 V,fit_imag 1.49 V,freq 1.69 V,real 1.69 V,imag 1.69 V,fit_real 1.69 V,fit_imag 1.69 V,freq 1.89 V,real 1.89 V,imag 1.89 V,fit_real 1.89 V,fit_imag 1.89 V
24.388185360260575,0.0009014510427521771,-0.0022302242829583398,,,24.388185360260575,0.0017009132459978786,-0.0027431833868903333,0.0020441487969968986,-0.0031700357438477194,24.388185360260575,0.006091642126569504,-0.004495981204931857,0.006569020854739285,-0.0038895694502986662,24.388185360260575,0.014975549805539445,-0.019100986451340108,0.017019763385741418,-0.016147170821776427,24.388185360260575,0.02180729911055353,-0.031642259499631925,0.02542247972348651,-0.027753841427419327,24.388185360260575,0.024417326974634775,-0.03346182558051664,0.02755488319854449,-0.029219222469407797,24.388185360260575,0.02551721841103157,-0.03370406832497699,0.02797997948244475,-0.029375106307199254,24.388185360260575,0.024961622555465385,-0.03290686659802299,0.02712288333102206,-0.028940938556905584
18.261584682702626,0.0012399631645001205,-0.002687978975610726,,,18.261584682702626,0.002213276889404817,-0.0037629958584589583,0.0027608710300906234,-0.00356969105350466,18.261584682702626,0.0076797113817206,-0.00449594885019361,0.007512722476731832,-0.0036179351097932913,18.261584682702626,0.019786607880196982,-0.019800324000809746,0.020794386891295306,-0.016517553696394488,18.261584682702626,0.03025108101176336,-0.03443771986323954,0.03185630960159608,-0.02898460460851537,18.261584682702626,0.033558604447729914,-0.03565662074239687,0.03425751210615138,-0.030467686344896237,18.261584682702626,0.03429116677329132,-0.03576072231949696,0.03466180781163973,-0.03064028197349645,18.261584682702626,0.03376171225343469,-0.03397406481805606,0.03365076257245325,-0.030320591585204296
13.674058573743597,0.0016211171150221793,-0.00314039089659805,,,13.674058573743597,0.0030936497059623237,-0.003814826236994859,0.0035997546185109917,-0.0039019994362500506,13.674058573743597,0.008909829380047607,-0.004064022399001881,0.008374621876091448,-0.0031942456629771693,13.674058573743597,0.025584089912662606,-0.020000306065602786,0.024616439283529454,-0.016402664516418395,13.674058573743597,0.03911448582882267,-0.03494138750501884,0.03852960699047163,-0.029436203048140024,13.674058573743597,0.04277204851408713,-0.0355746568731675,0.04118726098304771,-0.030944925684502272,13.674058573743597,0.04368701881400274,-0.03543300816296701,0.04156662880767494,-0.031170576376727606,13.674058573743597,0.04176714373977177,-0.03405972592565683,0.04043260372853856,-0.03101887548678192
10.238973294320845,0.0025201452412001476,-0.0036744696755050483,,,10.238973294320845,0.0038577451118249157,-0.004099410955431967,0.004543525238870725,-0.004132134211655094,10.238973294320845,0.009683519011094608,-0.003152870885900062,0.00911071050183397,-0.0026346716982155456,10.238973294320845,0.031060193789262502,-0.018496409917498534,0.02833910370549865,-0.01580560027027988,10.238973294320845,0.04836769612169497,-0.0333950352038856,0.04520276637550745,-0.029085088162706968,10.238973294320845,0.051755222559245743,-0.03413252366433687,0.04811048586811477,-0.03063829277439537,10.238973294320845,0.05138278725088947,-0.033673052363182215,0.048474305339714516,-0.0309588278965099,10.238973294320845,0.04958479937369722,-0.033198556078034305,0.047265941045245244,-0.031023015557050934
7.666822074546222,0.0037401029544468323,-0.004677315065937122,,,7.666822074546222,0.0043320191244512985,-0.004551994197035476,0.005563328106072411,-0.004227318409668207,7.666822074546222,0.01037217729479924,-0.002485082430363533,0.009683415135634109,-0.001966104394164731,7.666822074546222,0.03484153372101705,-0.016379706554746208,0.031823282713750664,-0.014766638791626704,7.666822074546222,0.056107089758798856,-0.030806213873446793,0.05164024330680134,-0.027969430252793602,7.666822074546222,0.05896314665676612,-0.03125767003140852,0.05480192084399478,-0.029593392459904666,7.666822074546222,0.059253909525151464,-0.031305494445367926,0.055174571557852214,-0.030051324578879778,7.666822074546222,0.05776698777161903,-0.03168490144465483,0.053955429474130824,-0.030368317260755902
5.740825670026142,0.004303376622531475,-0.004725208221920432,,,5.740825670026142,0.005811835279225629,-0.004660097763815451,0.006619356136052534,-0.0041604392369018525,5.740825670026142,0.011035972359071135,-0.0013277666018937549,0.010065023562678833,-0.001223995791912595,5.740825670026142,0.03790222448390458,-0.01388433873001799,0.03495014969499406,-0.013358433014162443,5.740825670026142,0.06265812529744408,-0.02646274483073455,0.05763186043045579,-0.026183313695956296,5.740825670026142,0.06557208829706904,-0.027762942697452525,0.06106409078984967,-0.02790672478303674,5.740825670026142,0.064608434761686,-0.02818601500845547,0.06148435112267055,-0.028540214419662747,5.740825670026142,0.0635430460727797,-0.029557594797829188,0.06032826944656629,-0.029131850504969845
4.298662347082281,0.005703819152122978,-0.005526810357086189,,,4.298662347082281,0.007183074117908014,-0.004843563515294549,0.00766283468856542,-0.0039135868894829146,4.298662347082281,0.011068075645948385,-0.0002506315530381488,0.010240160216533414,-0.00044921170051216296,4.298662347082281,0.04045910326918647,-0.010881070417599652,0.037630891185191584,-0.01167744591515768,4.298662347082281,0.06724653390991718,-0.022737395062466782,0.06301013119738019,-0.023864386035347056,4.298662347082281,0.07060114742360012,-0.024485755141982934,0.06674225161498454,-0.025712755242921437,4.298662347082281,0.07019113425307696,-0.02506159837012329,0.06726072000787994,-0.026551217657493957,4.298662347082281,0.06893556558872156,-0.027147241989817588,0.06624600275470917,-0.02742201728422567
3.218787511821239,0.007409103041928476,-0.005587699240954215,,,3.218787511821239,0.008970592597025057,-0.004386430404960439,0.008639334562752447,-0.003481013257011027,3.218787511821239,0.010975637761869942,0.0006852115677255589,0.010206989436993526,0.00031572094750436465,3.218787511821239,0.041859678662393054,-0.00889034153270971,0.03981242817107561,-0.009833060306227645,3.218787511821239,0.07105353135793367,-0.019386538348831694,0.06766142335510547,-0.021177165813420735,3.218787511821239,0.07377786208147039,-0.021796277769959623,0.07173319545876305,-0.02316770769731421,3.218787511821239,0.07439425450295672,-0.022482972168427196,0.07240823764343667,-0.02422877466421908,3.218787511821239,0.07367974068670954,-0.024258012695359377,0.07161155263354624,-0.02536574691235531
2.4101900102222777,0.008600328640535528,-0.005309255391178342,,,2.4101900102222777,0.009764164725897619,-0.004255338612497633,0.009493163725894715,-0.0028710064677269632,2.4101900102222777,0.010636745207254952,0.0016854865554434655,0.009976998741703895,0.0010304968028986001,2.4101900102222777,0.04269219222532706,-0.0068240476947110575,0.041478656216440785,-0.00793608694261622,2.4101900102222777,0.07364277863373443,-0.015847638489765066,0.07152998493440532,-0.018294774212788918,2.4101900102222777,0.0773421022113674,-0.018306882039785234,0.07598742002634495,-0.02043267923422964,2.4101900102222777,0.07824760717444855,-0.019883527451160527,0.07688040113744471,-0.02172090988706673,2.4101900102222777,0.07739303498774723,-0.02162540928996568,0.0763712006398432,-0.023095219517417147
1.804721766827172,0.009916105210431746,-0.004599962613023729,,,1.804721766827172,0.011092595255032107,-0.002903986043113009,0.010172369638003624,-0.0021062798707622912,1.804721766827172,0.00961487262863978,0.0024265999233840136,0.009573415103729678,0.001660550846441408,1.804721766827172,0.042660744584180225,-0.005119573437814052,0.04264750893227705,-0.006088321531378865,1.804721766827172,0.07524075743121092,-0.012686235490007587,0.07461511985155263,-0.015381819401368974,1.804721766827172,0.07954784848658562,-0.014975423406524416,0.07950526581725555,-0.01765845367680075,1.804721766827172,0.08133264203964871,-0.017521822647782476,0.08067589184215568,-0.019165800798696946,1.804721766827172,0.08107792468699533,-0.01908800660631174,0.0805119502608743,-0.02073583869319196
1.3513543089324371,0.011265197025801836,-0.004352419768313722,,,1.3513543089324371,0.011919041323490023,-0.0014890743401399424,0.01063372201563276,-0.0012226751833997762,1.3513543089324371,0.008915461316486437,0.002777890603509721,0.009028499372630549,0.002179780532226355,1.3513543089324371,0.04360580703443148,-0.0036091386931439103,0.04336475986163751,-0.0043744298548100465,1.3513543089324371,0.07636113445422042,-0.01122089562357722,0.07696284352178895,-0.012580612771428367,1.3513543089324371,0.08204530443368044,-0.012987450033960846,0.08232845140437317,-0.014973769672192199,1.3513543089324371,0.08345598894314053,-0.01581406670005719,0.08383091667001202,-0.01668145530717089,1.3513543089324371,0.08420532490265062,-0.017316039110129428,0.08405529737189736,-0.0183967452642814
1.0118781198504518,0.01400621570759065,-0.00336580772943956,,,1.0118781198504518,0.012076014277640386,-0.0007334881862924606,0.010846987571017739,-0.0002662460102303328,1.0118781198504518,0.00809397238189821,0.003182089453890452,0.008380113528945389,0.002572169846226549,1.0118781198504518,0.042644690964778416,-0.002340623088244431,0.04369583394026563,-0.002856895969498807,1.0118781198504518,0.07791146564723132,-0.00911322517272695,0.07865398429833208,-0.010002031338682051,1.0118781198504518,0.08388226069360641,-0.011805817547863511,0.08452887048578567,-0.012477978063013552,1.0118781198504518,0.08504266901533233,-0.012799659233590138,0.08640923775187177,-0.014359201702272829,1.0118781198504518,0.08699079138242792,-0.014801746345509223,0.08704874617223723,-0.01616460431565643
